"price_in_rp","address","district","city","lat","long","carports","electricity","floors","property_condition","building_orientation","garages","furnishing","total_size"
3.3e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,0,"3500 mah",2,"bagus sekali","utara",2,"unfurnished",354
4.5e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,2,"3500 mah",2,"bagus","utara",1,"unfurnished",524
2.7e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,2,"3500 mah",2,"bagus","selatan",1,"semi furnished",336
9.52e+08,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,1,"2200 mah",2,"baru","selatan",0,"unfurnished",105
2.35e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,1,"2200 mah",2,"bagus","utara",1,"unfurnished",293
2.5e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,1,"2200 mah",2,"sudah renovasi","selatan",1,"unfurnished",344
2.7e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,1,"3500 mah",3,"bagus","utara",1,"unfurnished",329
5.36e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,2,"3500 mah",2,"baru","timur",0,"unfurnished",562
9.52e+08,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,1,"2200 mah",2,"baru","selatan",0,"unfurnished",105
2.25e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,1,"2200 mah",1,"bagus","utara",1,"semi furnished",269
2.45e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",294
1.25e+08,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,0,"1300 mah",2,"baru","barat",0,"unfurnished",220
1.98e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,1,"3500 mah",2,"bagus","utara",1,"semi furnished",217
2.55e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,1,"2200 mah",2,"sudah renovasi","selatan",1,"unfurnished",330
4.8e+08,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,1,"1300 mah",1,"baru","selatan",0,"unfurnished",85
3e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,1,"1300 mah",1,"baru","timur",0,"semi furnished",96
5.27e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,2,"3500 mah",3,"baru","utara",0,"unfurnished",499
2.8e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,2,"5500 mah",2,"bagus","timur",2,"furnished",350
8.5e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,1,"2200 mah",1,"bagus","selatan",1,"unfurnished",325
7e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,1,"3500 mah",2,"bagus","selatan",1,"unfurnished",236
4.95e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,1,"5500 mah",2,"bagus","barat",1,"semi furnished",778
1.2e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,2,"2200 mah",2,"baru","barat",0,"semi furnished",210
2.8e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,1,"1300 mah",1,"baru","timur",1,"semi furnished",110
9.99e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,1,"3500 mah",2,"bagus","selatan",1,"semi furnished",317
1.5e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,1,"1300 mah",2,"bagus","timur",1,"semi furnished",236
6.8e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,2,"7700 mah",4,"bagus","selatan",2,"semi furnished",2100
8.7e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,1,"2200 mah",2,"baru","selatan",0,"unfurnished",170
2.75e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,1,"lainnya mah",1,"baru","selatan",1,"semi furnished",96
3e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,1,"1300 mah",1,"bagus","timur",1,"semi furnished",140
1.2e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,2,"2200 mah",2,"baru","selatan",0,"furnished",210
4.95e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,1,"1300 mah",1,"baru","barat laut",1,"semi furnished",131
1.5e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,2,"2200 mah",2,"baru","selatan",2,"semi furnished",236
3e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,1,"1300 mah",1,"baru","selatan",1,"unfurnished",96
3.5e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,1,"1300 mah",1,"baru","selatan",0,"unfurnished",98
3.51e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,1,"1300 mah",1,"baru","utara",0,"unfurnished",98
3.93e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",96
3.92e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,1,"1300 mah",1,"baru","utara",0,"unfurnished",108
4.4e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,1,"1300 mah",1,"baru","timur",1,"semi furnished",102
3.51e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,1,"1300 mah",1,"baru","utara",0,"unfurnished",98
4.01e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,1,"1300 mah",1,"baru","utara",0,"semi furnished",104
1.15e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"2200 mah",2,"bagus sekali","utara",0,"unfurnished",252
3.2e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,2,"3300 mah",2,"bagus","utara",2,"furnished",1076
8.5e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"2200 mah",1,"bagus","utara",0,"unfurnished",150
1.3e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"2200 mah",1,"bagus","utara",0,"unfurnished",216
6.9e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"1300 mah",1,"bagus","utara",0,"unfurnished",150
2.85e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"2200 mah",3,"sudah renovasi","selatan",1,"unfurnished",376
3.42e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"1300 mah",1,"baru","selatan",1,"unfurnished",99
3.27e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"1300 mah",1,"baru","timur",1,"unfurnished",96
9.75e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",160
7.79e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"2200 mah",2,"baru","utara",0,"unfurnished",117
2.15e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,2,"3500 mah",2,"bagus","utara",2,"unfurnished",301
1.75e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"2200 mah",2,"baru","timur",0,"unfurnished",235
7.5e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",169
4.3e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,2,"lainnya mah",3,"bagus","utara",1,"unfurnished",525
1.8e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"2200 mah",2,"sudah renovasi","barat",1,"unfurnished",213
6.85e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"2200 mah",1,"bagus","utara",1,"unfurnished",204
5.2e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"1300 mah",1,"butuh renovasi","selatan",0,"unfurnished",105
5.2e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"1300 mah",1,"butuh renovasi","selatan",0,"unfurnished",105
1.45e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,2,"2200 mah",2,"bagus","selatan",0,"unfurnished",356
1.2e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"2200 mah",2,"baru","barat",1,"unfurnished",143
1.45e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,2,"2200 mah",2,"bagus","selatan",0,"unfurnished",356
2.7e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,2,"5500 mah",2,"bagus","selatan",0,"unfurnished",445
9.7e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,1,"1300 mah",2,"baru","selatan",0,"semi furnished",116
5.75e+08,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,1,"1300 mah",2,"baru","utara",1,"unfurnished",115
9e+08,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,1,"1300 mah",2,"bagus sekali","timur",1,"semi furnished",141
1.25e+09,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,2,"2200 mah",3,"baru","barat",0,"semi furnished",170
8.95e+08,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,1,"1300 mah",2,"bagus","utara",0,"unfurnished",212
2.5e+09,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,2,"5500 mah",2,"bagus","selatan",0,"semi furnished",245
6.9e+08,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,1,"1300 mah",1,"bagus","timur",1,"furnished",169
7.5e+08,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,1,"1300 mah",1,"baru","timur",0,"unfurnished",132
5e+08,"Cibitung, Bekasi","Cibitung"," Bekasi",-6.243801,107.1036725,1,"2200 mah",2,"baru","selatan",1,"unfurnished",108
3.42e+08,"Cibitung, Bekasi","Cibitung"," Bekasi",-6.243801,107.1036725,1,"1300 mah",1,"baru","utara",2,"unfurnished",129
5e+08,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,1,"2200 mah",1,"bagus","selatan",1,"unfurnished",108
1.15e+09,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,1,"2200 mah",1,"bagus","barat",0,"unfurnished",160
5.99e+08,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,1,"1300 mah",1,"bagus","barat laut",1,"unfurnished",132
1.56e+09,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,2,"2200 mah",2,"baru","barat daya",2,"semi furnished",226
1.18e+09,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,2,"1300 mah",2,"baru","timur",0,"unfurnished",161
1.18e+09,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,2,"2200 mah",2,"baru","timur",0,"unfurnished",161
8e+08,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,1,"2200 mah",2,"baru","tenggara",0,"unfurnished",175
7.18e+08,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,2,"1300 mah",1,"baru","barat",1,"furnished",112
1.2e+09,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,1,"2200 mah",2,"baru","utara",0,"unfurnished",201
3.9e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,1,"1300 mah",1,"bagus","selatan",1,"unfurnished",96
4.55e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,1,"2200 mah",1,"baru","barat",0,"unfurnished",111
1.01e+09,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,1,"2200 mah",2,"baru","timur",0,"unfurnished",190
6.9e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,1,"2200 mah",1,"baru","timur",0,"unfurnished",144
9.88e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,1,"2200 mah",2,"baru","timur",1,"unfurnished",132
4.65e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,1,"1300 mah",1,"baru","timur",1,"unfurnished",115
4.8e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,1,"2200 mah",2,"baru","utara",1,"unfurnished",115
3e+09,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,1,"3300 mah",2,"bagus","timur",0,"unfurnished",520
1.18e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,0,"2200 mah",2,"bagus sekali","timur",0,"unfurnished",161
1.05e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,1,"2200 mah",1,"bagus","barat",1,"furnished",160
1.15e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,1,"2200 mah",1,"bagus","barat",0,"unfurnished",160
1.15e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,1,"2200 mah",1,"bagus","barat",0,"unfurnished",160
1.15e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,1,"2200 mah",1,"bagus","barat",0,"unfurnished",160
1.15e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,1,"2200 mah",1,"bagus","barat",0,"unfurnished",160
1.21e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,1,"2200 mah",1,"baru","timur",0,"unfurnished",161
1.18e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,1,"2200 mah",2,"baru","barat",0,"furnished",161
1.15e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,2,"2200 mah",1,"bagus","barat",0,"furnished",160
1.18e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,2,"2200 mah",2,"baru","timur",0,"unfurnished",161
7.2e+08,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,1,"lainnya mah",1,"baru","utara",0,"semi furnished",135
1.19e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,1,"2200 mah",2,"baru","selatan",0,"unfurnished",185
1.18e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,1,"2200 mah",2,"baru","timur",1,"semi furnished",161
6e+08,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,1,"1300 mah",1,"baru","utara",1,"semi furnished",135
5e+08,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,0,"1300 mah",1,"baru","barat",0,"unfurnished",115
1.28e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,1,"2200 mah",2,"bagus","selatan",1,"unfurnished",222
3.7e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,3,"5500 mah",3,"sudah renovasi","barat daya",2,"semi furnished",516
1.07e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,1,"3500 mah",1,"baru","selatan",1,"semi furnished",183
4.76e+08,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,1,"1300 mah",1,"baru","timur",0,"unfurnished",88
9.68e+08,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,2,"3500 mah",2,"baru","selatan",2,"semi furnished",190
8.84e+08,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,1,"2200 mah",1,"baru","selatan",1,"semi furnished",135
1.18e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,2,"3500 mah",2,"baru","selatan",2,"semi furnished",235
1.1e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,1,"2200 mah",1,"bagus","barat laut",1,"semi furnished",352
2.25e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,1,"3500 mah",2,"butuh renovasi","barat",1,"semi furnished",425
1.25e+09,"Pondok Gede, Bekasi","Pondok Gede"," Bekasi",-6.2717463,106.930825,1,"2200 mah",1,"bagus","utara",0,"semi furnished",304
1.11e+09,"Pondok Gede, Bekasi","Pondok Gede"," Bekasi",-6.2717463,106.930825,2,"2200 mah",2,"baru","selatan",0,"unfurnished",155
1.87e+09,"Pondok Gede, Bekasi","Pondok Gede"," Bekasi",-6.2717463,106.930825,2,"2200 mah",3,"baru","timur",0,"semi furnished",256
1.59e+09,"Jaka Setia, Bekasi","Jaka Setia"," Bekasi",-6.2650605,106.9740988,2,"2200 mah",2,"bagus","selatan",0,"semi furnished",274
1.62e+09,"Jaka Setia, Bekasi","Jaka Setia"," Bekasi",-6.2650605,106.9740988,2,"2200 mah",2,"bagus","selatan",0,"furnished",274
7.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,2,"2200 mah",1,"baru","timur",0,"unfurnished",132
1.05e+09,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"2200 mah",2,"baru","barat",2,"unfurnished",162
9.75e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"1300 mah",2,"baru","timur",0,"unfurnished",170
9.59e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"2200 mah",2,"baru","utara",0,"unfurnished",152
8.75e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"1300 mah",1,"baru","timur",0,"unfurnished",166
8.07e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"2200 mah",2,"baru","selatan",1,"unfurnished",105
5.8e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"1300 mah",1,"baru","barat",1,"unfurnished",110
6.79e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"1300 mah",1,"baru","selatan",1,"unfurnished",108
8.57e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"2200 mah",2,"baru","utara",1,"unfurnished",104
6.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"1300 mah",1,"baru","selatan",1,"unfurnished",117
1.45e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"2200 mah",1,"baru","utara",0,"unfurnished",315
1.99e+09,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,0,"4400 mah",2,"sudah renovasi","utara",1,"unfurnished",550
6.75e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,2,"1300 mah",1,"bagus","timur",0,"unfurnished",170
3.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"1300 mah",1,"sudah renovasi","timur",1,"unfurnished",123
3.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"1300 mah",1,"sudah renovasi","selatan",1,"unfurnished",123
7.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"1300 mah",1,"baru","timur",0,"unfurnished",132
4e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,2,"1300 mah",1,"bagus","barat",2,"unfurnished",112
1.35e+09,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"2200 mah",1,"bagus","utara",1,"unfurnished",308
1.35e+09,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"2200 mah",1,"bagus","utara",1,"unfurnished",308
7.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"1300 mah",1,"baru","timur",0,"unfurnished",132
5.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,1,"2200 mah",2,"baru","timur",0,"unfurnished",100
7e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,2,"2200 mah",1,"bagus","timur",2,"unfurnished",132
1.25e+09,"Grand Wisata, Bekasi","Grand Wisata"," Bekasi",-6.2831904,107.045462,1,"2200 mah",1,"bagus","utara",1,"unfurnished",177
4.1e+08,"Grand Wisata, Bekasi","Grand Wisata"," Bekasi",-6.2831904,107.045462,1,"lainnya mah",1,"baru","timur",0,"unfurnished",96
1.96e+09,"Grand Wisata, Bekasi","Grand Wisata"," Bekasi",-6.2831904,107.045462,4,"4400 mah",3,"baru","barat laut",0,"unfurnished",206
6.95e+08,"Grand Wisata, Bekasi","Grand Wisata"," Bekasi",-6.2831904,107.045462,1,"2200 mah",1,"baru","selatan",0,"semi furnished",118
1.8e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,2,"4400 mah",2,"baru","utara",0,"unfurnished",310
1.25e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,2,"2200 mah",2,"baru","selatan",0,"unfurnished",205
1.69e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,1,"4400 mah",2,"bagus","selatan",0,"semi furnished",482
1.62e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,2,"3500 mah",2,"baru","selatan",1,"semi furnished",262
1.62e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,2,"3500 mah",2,"baru","utara",0,"semi furnished",252
2.1e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,1,"3300 mah",3,"bagus sekali","barat",0,"furnished",320
3.4e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,2,"3500 mah",2,"bagus","selatan",0,"unfurnished",445
1.25e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,2,"2200 mah",2,"baru","utara",0,"unfurnished",288
1.2e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,1,"2200 mah",2,"baru","timur",0,"unfurnished",186
1.35e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,1,"2200 mah",2,"butuh renovasi","barat",0,"unfurnished",365
7e+08,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,2,"2200 mah",1,"bagus","timur",2,"unfurnished",124
7.03e+08,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,1,"1300 mah",2,"bagus","timur",1,"unfurnished",130
1.05e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,2,"2200 mah",2,"baru","timur",0,"unfurnished",180
9.99e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,1,"1300 mah",1,"baru","utara",1,"unfurnished",174
5.45e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,1,"1300 mah",1,"baru","timur",0,"unfurnished",114
4.63e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,1,"900 mah",1,"bagus","tenggara",0,"semi furnished",89
4.68e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,1,"1300 mah",1,"baru","timur",1,"unfurnished",117
4.96e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,1,"2200 mah",1,"baru","barat",0,"unfurnished",108
7.79e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,1,"2200 mah",2,"baru","utara",0,"unfurnished",116
6.25e+08,"Rawalumbu, Bekasi","Rawalumbu"," Bekasi",-6.280399,106.9945355,1,"2200 mah",1,"baru","timur",0,"unfurnished",123
1e+09,"Rawalumbu, Bekasi","Rawalumbu"," Bekasi",-6.280399,106.9945355,2,"4400 mah",2,"butuh renovasi","barat laut",1,"unfurnished",346
1.6e+09,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,1,"1300 mah",2,"bagus","utara",1,"unfurnished",219
4.9e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,1,"1300 mah",1,"baru","timur",0,"unfurnished",117
6.65e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,1,"1300 mah",1,"baru","selatan",0,"semi furnished",151
4.45e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,1,"1300 mah",1,"baru","selatan",0,"semi furnished",151
5.7e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,1,"1300 mah",1,"bagus","timur",1,"semi furnished",151
1.5e+09,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,1,"1300 mah",1,"bagus","barat laut",1,"unfurnished",430
6.65e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,1,"1300 mah",1,"baru","selatan",0,"semi furnished",151
6.65e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,1,"1300 mah",1,"baru","selatan",0,"semi furnished",151
6.5e+08,"Harapan Baru, Bekasi","Harapan Baru"," Bekasi",-6.2155785,107.0165589,1,"1300 mah",1,"baru","utara",1,"unfurnished",132
9.75e+08,"Harapan Baru, Bekasi","Harapan Baru"," Bekasi",-6.2155785,107.0165589,1,"1300 mah",1,"bagus","utara",0,"unfurnished",180
3.7e+09,"Pondokmelati, Bekasi","Pondokmelati"," Bekasi",-6.310185,106.9254604,3,"5500 mah",3,"sudah renovasi","barat daya",2,"semi furnished",516
3.5e+08,"Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,1,"1300 mah",1,"baru","timur",0,"semi furnished",96
