"price_in_rp","address","district","city","lat","long","carports","electricity","floors","property_condition","building_orientation","garages","furnishing","total_size"
8.9e+09,"Bintaro, Jakarta Selatan","Bintaro"," Jakarta Selatan",-6.270389,106.76168,2,"7700 mah",2,"bagus","barat daya",2,"semi furnished",1150
1.68e+09,"Bintaro, Jakarta Selatan","Bintaro"," Jakarta Selatan",-6.270389,106.76168,1,"2200 mah",3,"baru","barat",0,"unfurnished",192
1.29e+09,"Bintaro, Jakarta Selatan","Bintaro"," Jakarta Selatan",-6.270389,106.76168,1,"2200 mah",2,"bagus","utara",0,"unfurnished",130
6e+09,"Bintaro, Jakarta Selatan","Bintaro"," Jakarta Selatan",-6.270389,106.76168,0,"4400 mah",1,"bagus","utara",2,"unfurnished",505
5.75e+09,"Bintaro, Jakarta Selatan","Bintaro"," Jakarta Selatan",-6.270389,106.76168,2,"11000 mah",2,"bagus sekali","utara",1,"semi furnished",624
4.8e+09,"Bintaro, Jakarta Selatan","Bintaro"," Jakarta Selatan",-6.270389,106.76168,2,"5500 mah",2,"bagus","utara",2,"semi furnished",700
4e+09,"Kebagusan, Jakarta Selatan","Kebagusan"," Jakarta Selatan",-6.3092895,106.831021,2,"5500 mah",3,"baru","selatan",3,"semi furnished",398
2.7e+09,"Kebagusan, Jakarta Selatan","Kebagusan"," Jakarta Selatan",-6.3092895,106.831021,2,"2200 mah",2,"baru","barat",0,"unfurnished",298
1.4e+10,"Kebagusan, Jakarta Selatan","Kebagusan"," Jakarta Selatan",-6.3092895,106.831021,4,"16500 mah",2,"bagus","barat",2,"semi furnished",1931
2.8e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"4400 mah",3,"bagus sekali","selatan",1,"unfurnished",1100
1.8e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,0,"lainnya mah",3,"bagus","utara",0,"semi furnished",1050
2.5e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,0,"lainnya mah",3,"bagus","utara",0,"semi furnished",1624
1e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,0,"lainnya mah",3,"bagus","timur",0,"semi furnished",970
2.3e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,0,"lainnya mah",3,"bagus","utara",0,"semi furnished",1477
2.35e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"4400 mah",2,"baru","timur laut",0,"unfurnished",173
2.5e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"16500 mah",2,"bagus sekali","selatan",2,"semi furnished",1624
1.8e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"11000 mah",3,"bagus","utara",0,"unfurnished",910
5e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"5500 mah",2,"bagus sekali","timur laut",0,"semi furnished",312
3.15e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"4400 mah",2,"baru","selatan",0,"unfurnished",220
3.9e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,0,"10000 mah",1,"bagus","selatan",0,"semi furnished",1940
2.5e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,1,"5500 mah",3,"bagus sekali","selatan",4,"semi furnished",1278
7.7e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"lainnya mah",3,"butuh renovasi","utara",2,"semi furnished",430
1.25e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,1,"5500 mah",3,"baru","utara",3,"unfurnished",550
3.15e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"4400 mah",2,"baru","selatan",0,"unfurnished",220
1.1e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"7700 mah",2,"bagus sekali","tenggara",2,"semi furnished",963
4.1e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"4400 mah",1,"bagus","selatan",0,"semi furnished",262
2.5e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"6600 mah",3,"baru","utara",2,"unfurnished",800
1e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,1,"lainnya mah",4,"bagus sekali","timur",1,"semi furnished",970
6.75e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"4400 mah",2,"baru","selatan",0,"unfurnished",404
1.35e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,1,"4400 mah",3,"baru","timur",1,"unfurnished",525
1.2e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,0,"8000 mah",2,"bagus","utara",0,"furnished",610
2e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"11000 mah",4,"bagus","utara",2,"furnished",1355
1.75e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,0,"lainnya mah",3,"bagus","utara",0,"semi furnished",925
1.25e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,0,"5500 mah",3,"sudah renovasi","selatan",0,"semi furnished",800
6.8e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,3,"7700 mah",3,"bagus","selatan",0,"semi furnished",436
3e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"2200 mah",2,"baru","selatan",0,"unfurnished",210
5.99e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,1,"4400 mah",3,"bagus sekali","tenggara",2,"semi furnished",360
1.08e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,1,"4400 mah",3,"bagus sekali","timur laut",2,"semi furnished",690
2.3e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"5500 mah",3,"bagus sekali","utara",2,"furnished",1477
4.3e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"4400 mah",2,"baru","selatan",0,"unfurnished",270
1.25e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"5500 mah",2,"baru","utara",1,"unfurnished",580
7e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,1,"4400 mah",2,"sudah renovasi","selatan",1,"semi furnished",380
2.5e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,0,"lainnya mah",3,"baru","utara",0,"semi furnished",1000
1.04e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"6600 mah",2,"bagus","selatan",1,"semi furnished",590
2.5e+10,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"13900 mah",3,"baru","utara",6,"furnished",1050
4.2e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,2,"4400 mah",2,"bagus","utara",0,"furnished",222
4.75e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,1,"4400 mah",2,"bagus","selatan",1,"semi furnished",320
6e+09,"Pantai Indah Kapuk, Jakarta Utara","Pantai Indah Kapuk"," Jakarta Utara",-6.1024783,106.7411903,0,"lainnya mah",3,"bagus sekali","tenggara",0,"semi furnished",460
6.9e+09,"Green Ville, Jakarta Barat","Green Ville"," Jakarta Barat",-6.1679095,106.7712942,2,"3500 mah",3,"bagus","barat",2,"furnished",760
1.05e+10,"Puri Indah, Jakarta Barat","Puri Indah"," Jakarta Barat",-6.1866383,106.7425049,3,"4400 mah",2,"bagus","utara",2,"semi furnished",679
1.8e+10,"Puri Indah, Jakarta Barat","Puri Indah"," Jakarta Barat",-6.1866383,106.7425049,0,"5500 mah",2,"baru","selatan",0,"semi furnished",1320
6e+09,"Puri Indah, Jakarta Barat","Puri Indah"," Jakarta Barat",-6.1866383,106.7425049,1,"3500 mah",2,"bagus","barat daya",1,"semi furnished",525
4.5e+09,"Puri Indah, Jakarta Barat","Puri Indah"," Jakarta Barat",-6.1866383,106.7425049,1,"4400 mah",2,"bagus","selatan",0,"semi furnished",390
1.3e+09,"Puri Indah, Jakarta Barat","Puri Indah"," Jakarta Barat",-6.1866383,106.7425049,0,"2200 mah",3,"baru","utara",0,"semi furnished",206
4.6e+09,"Puri Indah, Jakarta Barat","Puri Indah"," Jakarta Barat",-6.1866383,106.7425049,0,"3500 mah",2,"butuh renovasi","barat",2,"unfurnished",344
4.2e+09,"Kembangan, Jakarta Barat","Kembangan"," Jakarta Barat",-6.1911406,106.741305,1,"5500 mah",3,"bagus","barat",1,"semi furnished",410
6.25e+09,"Permata Hijau, Jakarta Selatan","Permata Hijau"," Jakarta Selatan",-6.2223439,106.7862716,2,"5500 mah",2,"bagus","utara",0,"furnished",360
5.9e+09,"Permata Hijau, Jakarta Selatan","Permata Hijau"," Jakarta Selatan",-6.2223439,106.7862716,1,"4400 mah",3,"baru","barat",4,"semi furnished",545
2.85e+09,"Meruya, Jakarta Barat","Meruya"," Jakarta Barat",-6.206715,106.7328054,2,"2200 mah",2,"butuh renovasi","barat",0,"semi furnished",315
4.08e+08,"Utan Kayu, Jakarta Timur","Utan Kayu"," Jakarta Timur",-6.19623,106.8678199,0,"2200 mah",2,"baru","barat",0,"unfurnished",53
4.18e+08,"Utan Kayu, Jakarta Timur","Utan Kayu"," Jakarta Timur",-6.19623,106.8678199,0,"2200 mah",2,"baru","selatan",0,"unfurnished",53
4.18e+08,"Utan Kayu, Jakarta Timur","Utan Kayu"," Jakarta Timur",-6.19623,106.8678199,0,"2200 mah",2,"baru","selatan",0,"unfurnished",53
4.18e+08,"Utan Kayu, Jakarta Timur","Utan Kayu"," Jakarta Timur",-6.19623,106.8678199,0,"2200 mah",2,"baru","selatan",0,"unfurnished",51
1.4e+09,"Green Lake City, Jakarta Barat","Green Lake City"," Jakarta Barat",-6.1852561,106.703769,0,"4400 mah",2,"bagus","utara",0,"unfurnished",147
4.3e+09,"Green Lake City, Jakarta Barat","Green Lake City"," Jakarta Barat",-6.1852561,106.703769,2,"4400 mah",2,"baru","selatan",0,"unfurnished",344
2.7e+09,"Green Lake City, Jakarta Barat","Green Lake City"," Jakarta Barat",-6.1852561,106.703769,2,"4400 mah",2,"bagus sekali","timur laut",0,"semi furnished",210
2.4e+09,"Green Lake City, Jakarta Barat","Green Lake City"," Jakarta Barat",-6.1852561,106.703769,1,"4400 mah",2,"bagus","utara",0,"semi furnished",200
3.95e+09,"Green Lake City, Jakarta Barat","Green Lake City"," Jakarta Barat",-6.1852561,106.703769,2,"4400 mah",2,"sudah renovasi","utara",0,"semi furnished",362
3.3e+09,"Green Lake City, Jakarta Barat","Green Lake City"," Jakarta Barat",-6.1852561,106.703769,2,"4400 mah",2,"bagus","selatan",0,"unfurnished",291
3.3e+09,"Green Lake City, Jakarta Barat","Green Lake City"," Jakarta Barat",-6.1852561,106.703769,0,"4400 mah",2,"bagus sekali","utara",0,"unfurnished",291
1.18e+09,"Green Lake City, Jakarta Barat","Green Lake City"," Jakarta Barat",-6.1852561,106.703769,1,"4400 mah",2,"bagus","utara",0,"unfurnished",124
3.2e+09,"Kalibata, Jakarta Selatan","Kalibata"," Jakarta Selatan",-6.2652874,106.8391414,1,"3500 mah",2,"bagus","selatan",1,"semi furnished",457
2.45e+09,"Cakung, Jakarta Timur","Cakung"," Jakarta Timur",-6.185467,106.9361121,2,"2200 mah",2,"bagus","selatan",0,"unfurnished",280
2e+09,"Cakung, Jakarta Timur","Cakung"," Jakarta Timur",-6.185467,106.9361121,2,"4400 mah",2,"bagus","timur",0,"semi furnished",190
1.7e+09,"Cakung, Jakarta Timur","Cakung"," Jakarta Timur",-6.185467,106.9361121,1,"2200 mah",2,"baru","utara",1,"unfurnished",145
2.54e+09,"Cakung, Jakarta Timur","Cakung"," Jakarta Timur",-6.185467,106.9361121,0,"3500 mah",2,"bagus","utara",0,"unfurnished",213
2e+09,"Cakung, Jakarta Timur","Cakung"," Jakarta Timur",-6.185467,106.9361121,1,"5500 mah",2,"baru","timur",0,"unfurnished",210
2.31e+10,"Cipete, Jakarta Selatan","Cipete"," Jakarta Selatan",-6.2725851,106.8055434,4,"7700 mah",1,"butuh renovasi","utara",2,"unfurnished",1837
7.39e+09,"Cipete, Jakarta Selatan","Cipete"," Jakarta Selatan",-6.2725851,106.8055434,2,"4400 mah",2,"bagus","barat",2,"unfurnished",586
5.9e+09,"Cipete, Jakarta Selatan","Cipete"," Jakarta Selatan",-6.2725851,106.8055434,1,"4400 mah",3,"baru","tenggara",2,"semi furnished",517
2.6e+09,"Cipete, Jakarta Selatan","Cipete"," Jakarta Selatan",-6.2725851,106.8055434,3,"4400 mah",2,"sudah renovasi","selatan",0,"semi furnished",350
6.25e+09,"Cipete, Jakarta Selatan","Cipete"," Jakarta Selatan",-6.2725851,106.8055434,2,"4400 mah",1,"bagus","timur",0,"semi furnished",387
2.6e+10,"Cipete, Jakarta Selatan","Cipete"," Jakarta Selatan",-6.2725851,106.8055434,10,"2200 mah",2,"bagus sekali","utara",0,"furnished",1515
1.85e+10,"Cipete, Jakarta Selatan","Cipete"," Jakarta Selatan",-6.2725851,106.8055434,2,"16500 mah",2,"bagus sekali","utara",2,"unfurnished",965
8.5e+09,"Kebayoran Baru, Jakarta Selatan","Kebayoran Baru"," Jakarta Selatan",-6.243219,106.8013404,3,"7700 mah",1,"butuh renovasi","timur",1,"unfurnished",490
1.06e+11,"Kebayoran Baru, Jakarta Selatan","Kebayoran Baru"," Jakarta Selatan",-6.243219,106.8013404,4,"11000 mah",1,"bagus","selatan",4,"unfurnished",2479
3.2e+10,"Kebayoran Baru, Jakarta Selatan","Kebayoran Baru"," Jakarta Selatan",-6.243219,106.8013404,4,"5500 mah",1,"bagus","selatan",2,"unfurnished",947
2.5e+10,"Kebayoran Baru, Jakarta Selatan","Kebayoran Baru"," Jakarta Selatan",-6.243219,106.8013404,1,"4400 mah",2,"bagus","selatan",2,"unfurnished",940
1.75e+11,"Kebayoran Baru, Jakarta Selatan","Kebayoran Baru"," Jakarta Selatan",-6.243219,106.8013404,6,"23000 mah",2,"bagus","selatan",4,"semi furnished",2505
6.6e+09,"Kebayoran Baru, Jakarta Selatan","Kebayoran Baru"," Jakarta Selatan",-6.243219,106.8013404,2,"2200 mah",2,"bagus","selatan",1,"unfurnished",524
3.5e+10,"Kebayoran Baru, Jakarta Selatan","Kebayoran Baru"," Jakarta Selatan",-6.243219,106.8013404,3,"16500 mah",3,"bagus","timur",2,"semi furnished",852
1.7e+10,"Kebayoran Baru, Jakarta Selatan","Kebayoran Baru"," Jakarta Selatan",-6.243219,106.8013404,3,"10000 mah",2,"butuh renovasi","selatan",2,"unfurnished",635
9.75e+09,"Kebayoran Baru, Jakarta Selatan","Kebayoran Baru"," Jakarta Selatan",-6.243219,106.8013404,1,"3500 mah",1,"bagus","barat",1,"unfurnished",380
1.5e+10,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,2,"7700 mah",2,"bagus sekali","timur",1,"semi furnished",600
7.8e+09,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,1,"6600 mah",2,"bagus sekali","selatan",1,"semi furnished",570
5.2e+09,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,1,"4400 mah",2,"bagus sekali","utara",1,"unfurnished",418
5.5e+10,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,6,"16500 mah",2,"bagus sekali","barat",6,"semi furnished",3550
1.6e+10,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,2,"7700 mah",2,"bagus","timur",1,"semi furnished",748
1.05e+10,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,2,"6600 mah",3,"baru","utara",4,"furnished",780
2.09e+10,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,4,"lainnya mah",1,"butuh renovasi","timur",0,"unfurnished",1697
1.43e+10,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,2,"13200 mah",2,"bagus","selatan",2,"semi furnished",754
1.35e+10,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,8,"12700 mah",1,"butuh renovasi","timur",0,"unfurnished",1480
9.5e+09,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,2,"lainnya mah",1,"bagus","timur",2,"unfurnished",752
4e+10,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,5,"23000 mah",2,"bagus sekali","timur",3,"semi furnished",2530
1.99e+10,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,2,"3300 mah",2,"bagus","selatan",5,"unfurnished",1688
1.75e+10,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,4,"7700 mah",1,"butuh renovasi","timur",2,"unfurnished",1600
8.65e+09,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,2,"lainnya mah",2,"bagus","utara",2,"semi furnished",551
2.1e+10,"Kemang, Jakarta Selatan","Kemang"," Jakarta Selatan",-6.2777833,106.8114224,6,"13200 mah",2,"bagus","utara",2,"semi furnished",1580
1.4e+10,"Cempaka Putih, Jakarta Pusat","Cempaka Putih"," Jakarta Pusat",-6.181269,106.8670735,2,"4400 mah",1,"butuh renovasi","utara",2,"unfurnished",925
5.06e+08,"Cempaka Putih, Jakarta Pusat","Cempaka Putih"," Jakarta Pusat",-6.181269,106.8670735,0,"2200 mah",2,"baru","selatan",0,"unfurnished",66
1.47e+09,"Cempaka Putih, Jakarta Pusat","Cempaka Putih"," Jakarta Pusat",-6.181269,106.8670735,1,"2200 mah",3,"baru","utara",0,"unfurnished",104
5.06e+08,"Cempaka Putih, Jakarta Pusat","Cempaka Putih"," Jakarta Pusat",-6.181269,106.8670735,0,"2200 mah",2,"baru","selatan",0,"unfurnished",66
1.47e+09,"Cempaka Putih, Jakarta Pusat","Cempaka Putih"," Jakarta Pusat",-6.181269,106.8670735,1,"2200 mah",3,"baru","utara",0,"unfurnished",104
1.48e+09,"Cempaka Putih, Jakarta Pusat","Cempaka Putih"," Jakarta Pusat",-6.181269,106.8670735,1,"2200 mah",2,"baru","utara",1,"unfurnished",105
1.75e+10,"Cempaka Putih, Jakarta Pusat","Cempaka Putih"," Jakarta Pusat",-6.181269,106.8670735,4,"4400 mah",2,"butuh renovasi","utara",2,"unfurnished",1160
1.39e+10,"Ampera, Jakarta Selatan","Ampera"," Jakarta Selatan",-6.2836594,106.819175,2,"5500 mah",2,"bagus","selatan",2,"unfurnished",1104
1.55e+10,"Ampera, Jakarta Selatan","Ampera"," Jakarta Selatan",-6.2836594,106.819175,2,"10600 mah",1,"bagus","barat",2,"unfurnished",1080
1.55e+10,"Ampera, Jakarta Selatan","Ampera"," Jakarta Selatan",-6.2836594,106.819175,2,"10600 mah",1,"bagus","barat",2,"unfurnished",1080
4.51e+10,"Ampera, Jakarta Selatan","Ampera"," Jakarta Selatan",-6.2836594,106.819175,6,"33000 mah",1,"bagus","timur",6,"semi furnished",4915
4.51e+10,"Ampera, Jakarta Selatan","Ampera"," Jakarta Selatan",-6.2836594,106.819175,6,"33000 mah",1,"bagus","timur",6,"semi furnished",4915
1.3e+10,"Jati Padang, Jakarta Selatan","Jati Padang"," Jakarta Selatan",-6.2890659,106.8308155,4,"lainnya mah",2,"bagus","selatan",2,"unfurnished",1528
1.6e+10,"Jati Padang, Jakarta Selatan","Jati Padang"," Jakarta Selatan",-6.2890659,106.8308155,5,"13300 mah",2,"bagus sekali","selatan",0,"semi furnished",1232
4.8e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,1,"2200 mah",2,"bagus sekali","utara",1,"semi furnished",344
7.1e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,1,"lainnya mah",3,"butuh renovasi","selatan",1,"semi furnished",910
6.2e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,1,"lainnya mah",3,"bagus","selatan",2,"semi furnished",444
4.9e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,0,"3500 mah",2,"baru","utara",0,"furnished",364
7.19e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,1,"5500 mah",3,"bagus sekali","utara",2,"semi furnished",430
6.5e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,2,"2200 mah",3,"baru","utara",2,"unfurnished",544
3.99e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,1,"3500 mah",2,"bagus","utara",1,"semi furnished",336
5.1e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,0,"4400 mah",2,"sudah renovasi","utara",2,"semi furnished",400
6.5e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,2,"2200 mah",3,"baru","utara",2,"unfurnished",544
4.9e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,0,"5500 mah",2,"sudah renovasi","utara",2,"semi furnished",394
1.65e+10,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,1,"11000 mah",2,"baru","selatan",2,"furnished",750
1.25e+10,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,0,"2200 mah",3,"baru","barat",0,"unfurnished",900
7.2e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,1,"4400 mah",3,"sudah renovasi","utara",1,"semi furnished",530
4.6e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,3,"2200 mah",2,"bagus sekali","barat",0,"semi furnished",400
4.85e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,0,"5500 mah",3,"bagus sekali","utara",0,"semi furnished",444
3.99e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,1,"3500 mah",1,"bagus","utara",1,"unfurnished",336
6e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,2,"3500 mah",4,"baru","utara",2,"unfurnished",470
8e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,2,"4400 mah",3,"bagus sekali","selatan",2,"semi furnished",620
5e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,0,"5500 mah",2,"sudah renovasi","utara",2,"unfurnished",394
6.5e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,0,"5500 mah",4,"baru","selatan",0,"semi furnished",644
4.85e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,2,"7700 mah",3,"bagus sekali","selatan",0,"semi furnished",444
3.99e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,1,"3500 mah",2,"sudah renovasi","utara",1,"semi furnished",316
4.5e+09,"Permata Buana, Jakarta Barat","Permata Buana"," Jakarta Barat",-6.1612309,106.5361526,2,"4400 mah",2,"butuh renovasi","selatan",0,"unfurnished",394
8e+08,"Pos Pengumben, Jakarta Barat","Pos Pengumben"," Jakarta Barat",-6.2167348,106.7685998,1,"2200 mah",1,"baru","barat",1,"unfurnished",123
2.25e+10,"Pantai Mutiara, Jakarta Utara","Pantai Mutiara"," Jakarta Utara",-6.10988,106.7868922,3,"11000 mah",3,"baru","selatan",3,"unfurnished",1750
1.08e+11,"Pantai Mutiara, Jakarta Utara","Pantai Mutiara"," Jakarta Utara",-6.10988,106.7868922,4,"lainnya mah",3,"butuh renovasi","utara",12,"unfurnished",7700
4.7e+09,"Puri Mansion, Jakarta Barat","Puri Mansion"," Jakarta Barat",-6.1818421,106.7217797,2,"4400 mah",3,"bagus","selatan",2,"unfurnished",400
3.39e+09,"Puri Mansion, Jakarta Barat","Puri Mansion"," Jakarta Barat",-6.1818421,106.7217797,2,"4400 mah",2,"sudah renovasi","utara",0,"semi furnished",320
4.7e+09,"Puri Mansion, Jakarta Barat","Puri Mansion"," Jakarta Barat",-6.1818421,106.7217797,1,"5500 mah",2,"sudah renovasi","utara",2,"semi furnished",430
3.5e+09,"Puri Mansion, Jakarta Barat","Puri Mansion"," Jakarta Barat",-6.1818421,106.7217797,0,"2200 mah",2,"sudah renovasi","selatan",2,"semi furnished",280
3.8e+09,"Tanjung Duren, Jakarta Barat","Tanjung Duren"," Jakarta Barat",-6.175165,106.784565,2,"2200 mah",2,"bagus sekali","selatan",1,"semi furnished",352
4.5e+09,"Taman Grisenda, Jakarta Utara","Taman Grisenda"," Jakarta Utara",-6.1324614,106.75678,2,"3500 mah",2,"baru","selatan",0,"unfurnished",360
1.5e+10,"Intercon, Jakarta Barat","Intercon"," Jakarta Barat",-6.1817884,106.7086474,2,"11000 mah",2,"baru","selatan",2,"semi furnished",925
1.59e+10,"Intercon, Jakarta Barat","Intercon"," Jakarta Barat",-6.1817884,106.7086474,6,"7700 mah",2,"bagus sekali","timur",1,"semi furnished",1178
1.5e+10,"Intercon, Jakarta Barat","Intercon"," Jakarta Barat",-6.1817884,106.7086474,0,"4400 mah",1,"bagus sekali","timur",1,"semi furnished",835
