"price_in_rp","address","district","city","lat","long","land_size_m2","building_size_m2","carports","electricity","floors","property_condition","building_orientation","garages","furnishing","Y"
3.3e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,180,174,0,"3500 mah",2,"bagus sekali","utara",2,"unfurnished",3.3e+09
4.5e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,328,196,2,"3500 mah",2,"bagus","utara",1,"unfurnished",4.5e+09
2.7e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,136,200,2,"3500 mah",2,"bagus","selatan",1,"semi furnished",2.7e+09
9.52e+08,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,55,50,1,"2200 mah",2,"baru","selatan",0,"unfurnished",9.52e+08
2.35e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,144,149,1,"2200 mah",2,"bagus","utara",1,"unfurnished",2.35e+09
2.5e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,144,200,1,"2200 mah",2,"sudah renovasi","selatan",1,"unfurnished",2.5e+09
2.7e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,193,136,1,"3500 mah",3,"bagus","utara",1,"unfurnished",2.7e+09
5.36e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,192,370,2,"3500 mah",2,"baru","timur",0,"unfurnished",5.36e+09
9.52e+08,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,55,50,1,"2200 mah",2,"baru","selatan",0,"unfurnished",9.52e+08
2.25e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,119,150,1,"2200 mah",1,"bagus","utara",1,"semi furnished",2.25e+09
2.45e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,144,150,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",2.45e+09
1.25e+08,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,110,110,0,"1300 mah",2,"baru","barat",0,"unfurnished",1.25e+08
1.98e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,119,98,1,"3500 mah",2,"bagus","utara",1,"semi furnished",1.98e+09
2.55e+09,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,144,186,1,"2200 mah",2,"sudah renovasi","selatan",1,"unfurnished",2.55e+09
4.8e+08,"Summarecon Bekasi, Bekasi","Summarecon Bekasi"," Bekasi",-6.223945,106.9862751,55,30,1,"1300 mah",1,"baru","selatan",0,"unfurnished",4.8e+08
3e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,60,36,1,"1300 mah",1,"baru","timur",0,"semi furnished",3e+08
5.27e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,192,307,2,"3500 mah",3,"baru","utara",0,"unfurnished",5.27e+09
2.8e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,150,200,2,"5500 mah",2,"bagus","timur",2,"furnished",2.8e+09
8.5e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,200,125,1,"2200 mah",1,"bagus","selatan",1,"unfurnished",8.5e+08
7e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,90,146,1,"3500 mah",2,"bagus","selatan",1,"unfurnished",7e+08
4.95e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,348,430,1,"5500 mah",2,"bagus","barat",1,"semi furnished",4.95e+09
1.2e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,120,90,2,"2200 mah",2,"baru","barat",0,"semi furnished",1.2e+09
2.8e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,70,40,1,"1300 mah",1,"baru","timur",1,"semi furnished",2.8e+08
9.99e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,127,190,1,"3500 mah",2,"bagus","selatan",1,"semi furnished",9.99e+08
1.5e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,100,136,1,"1300 mah",2,"bagus","timur",1,"semi furnished",1.5e+09
6.8e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,700,1400,2,"7700 mah",4,"bagus","selatan",2,"semi furnished",6.8e+09
8.7e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,90,80,1,"2200 mah",2,"baru","selatan",0,"unfurnished",8.7e+08
2.75e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,60,36,1,"lainnya mah",1,"baru","selatan",1,"semi furnished",2.75e+08
3e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,70,70,1,"1300 mah",1,"bagus","timur",1,"semi furnished",3e+08
1.2e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,120,90,2,"2200 mah",2,"baru","selatan",0,"furnished",1.2e+09
4.95e+08,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,86,45,1,"1300 mah",1,"baru","barat laut",1,"semi furnished",4.95e+08
1.5e+09,"Bekasi, Bekasi","Bekasi"," Bekasi",-6.2849775,106.970127,100,136,2,"2200 mah",2,"baru","selatan",2,"semi furnished",1.5e+09
3e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,60,36,1,"1300 mah",1,"baru","selatan",1,"unfurnished",3e+08
3.5e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,60,38,1,"1300 mah",1,"baru","selatan",0,"unfurnished",3.5e+08
3.51e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,60,38,1,"1300 mah",1,"baru","utara",0,"unfurnished",3.51e+08
3.93e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,60,36,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",3.93e+08
3.92e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,72,36,1,"1300 mah",1,"baru","utara",0,"unfurnished",3.92e+08
4.4e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,66,36,1,"1300 mah",1,"baru","timur",1,"semi furnished",4.4e+08
3.51e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,60,38,1,"1300 mah",1,"baru","utara",0,"unfurnished",3.51e+08
4.01e+08,"Setu, Bekasi","Setu"," Bekasi",-6.358777,107.0348331,66,38,1,"1300 mah",1,"baru","utara",0,"semi furnished",4.01e+08
1.15e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,126,126,1,"2200 mah",2,"bagus sekali","utara",0,"unfurnished",1.15e+09
3.2e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,376,700,2,"3300 mah",2,"bagus","utara",2,"furnished",3.2e+09
8.5e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,90,60,1,"2200 mah",1,"bagus","utara",0,"unfurnished",8.5e+08
1.3e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,126,90,1,"2200 mah",1,"bagus","utara",0,"unfurnished",1.3e+09
6.9e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,90,60,1,"1300 mah",1,"bagus","utara",0,"unfurnished",6.9e+08
2.85e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,160,216,1,"2200 mah",3,"sudah renovasi","selatan",1,"unfurnished",2.85e+09
3.42e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,36,63,1,"1300 mah",1,"baru","selatan",1,"unfurnished",3.42e+08
3.27e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,36,60,1,"1300 mah",1,"baru","timur",1,"unfurnished",3.27e+08
9.75e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,90,70,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",9.75e+08
7.79e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,54,63,1,"2200 mah",2,"baru","utara",0,"unfurnished",7.79e+08
2.15e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,144,157,2,"3500 mah",2,"bagus","utara",2,"unfurnished",2.15e+09
1.75e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,179,56,1,"2200 mah",2,"baru","timur",0,"unfurnished",1.75e+09
7.5e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,94,75,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",7.5e+08
4.3e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,325,200,2,"lainnya mah",3,"bagus","utara",1,"unfurnished",4.3e+09
1.8e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,133,80,1,"2200 mah",2,"sudah renovasi","barat",1,"unfurnished",1.8e+09
6.85e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,94,110,1,"2200 mah",1,"bagus","utara",1,"unfurnished",6.85e+08
5.2e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,60,45,1,"1300 mah",1,"butuh renovasi","selatan",0,"unfurnished",5.2e+08
5.2e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,60,45,1,"1300 mah",1,"butuh renovasi","selatan",0,"unfurnished",5.2e+08
1.45e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,131,225,2,"2200 mah",2,"bagus","selatan",0,"unfurnished",1.45e+09
1.2e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,90,53,1,"2200 mah",2,"baru","barat",1,"unfurnished",1.2e+09
1.45e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,131,225,2,"2200 mah",2,"bagus","selatan",0,"unfurnished",1.45e+09
2.7e+09,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,270,175,2,"5500 mah",2,"bagus","selatan",0,"unfurnished",2.7e+09
9.7e+08,"Harapan Indah, Bekasi","Harapan Indah"," Bekasi",-6.1817523,106.9736839,53,63,1,"1300 mah",2,"baru","selatan",0,"semi furnished",9.7e+08
5.75e+08,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,60,55,1,"1300 mah",2,"baru","utara",1,"unfurnished",5.75e+08
9e+08,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,72,69,1,"1300 mah",2,"bagus sekali","timur",1,"semi furnished",9e+08
1.25e+09,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,60,110,2,"2200 mah",3,"baru","barat",0,"semi furnished",1.25e+09
8.95e+08,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,92,120,1,"1300 mah",2,"bagus","utara",0,"unfurnished",8.95e+08
2.5e+09,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,135,110,2,"5500 mah",2,"bagus","selatan",0,"semi furnished",2.5e+09
6.9e+08,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,94,75,1,"1300 mah",1,"bagus","timur",1,"furnished",6.9e+08
7.5e+08,"Bekasi Kota, Bekasi","Bekasi Kota"," Bekasi",-6.2845395,106.973377,78,54,1,"1300 mah",1,"baru","timur",0,"unfurnished",7.5e+08
5e+08,"Cibitung, Bekasi","Cibitung"," Bekasi",-6.243801,107.1036725,60,48,1,"2200 mah",2,"baru","selatan",1,"unfurnished",5e+08
3.42e+08,"Cibitung, Bekasi","Cibitung"," Bekasi",-6.243801,107.1036725,66,63,1,"1300 mah",1,"baru","utara",2,"unfurnished",3.42e+08
5e+08,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,60,48,1,"2200 mah",1,"bagus","selatan",1,"unfurnished",5e+08
1.15e+09,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,90,70,1,"2200 mah",1,"bagus","barat",0,"unfurnished",1.15e+09
5.99e+08,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,72,60,1,"1300 mah",1,"bagus","barat laut",1,"unfurnished",5.99e+08
1.56e+09,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,121,105,2,"2200 mah",2,"baru","barat daya",2,"semi furnished",1.56e+09
1.18e+09,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,84,77,2,"1300 mah",2,"baru","timur",0,"unfurnished",1.18e+09
1.18e+09,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,84,77,2,"2200 mah",2,"baru","timur",0,"unfurnished",1.18e+09
8e+08,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,84,91,1,"2200 mah",2,"baru","tenggara",0,"unfurnished",8e+08
7.18e+08,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,72,40,2,"1300 mah",1,"baru","barat",1,"furnished",7.18e+08
1.2e+09,"Cibubur, Bekasi","Cibubur"," Bekasi",-6.3551787,106.8646203,86,115,1,"2200 mah",2,"baru","utara",0,"unfurnished",1.2e+09
3.9e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,60,36,1,"1300 mah",1,"bagus","selatan",1,"unfurnished",3.9e+08
4.55e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,70,41,1,"2200 mah",1,"baru","barat",0,"unfurnished",4.55e+08
1.01e+09,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,125,65,1,"2200 mah",2,"baru","timur",0,"unfurnished",1.01e+09
6.9e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,96,48,1,"2200 mah",1,"baru","timur",0,"unfurnished",6.9e+08
9.88e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,72,60,1,"2200 mah",2,"baru","timur",1,"unfurnished",9.88e+08
4.65e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,60,55,1,"1300 mah",1,"baru","timur",1,"unfurnished",4.65e+08
4.8e+08,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,60,55,1,"2200 mah",2,"baru","utara",1,"unfurnished",4.8e+08
3e+09,"Mustikajaya, Bekasi","Mustikajaya"," Bekasi",-6.292665,107.0274099,210,310,1,"3300 mah",2,"bagus","timur",0,"unfurnished",3e+09
1.18e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,84,77,0,"2200 mah",2,"bagus sekali","timur",0,"unfurnished",1.18e+09
1.05e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,90,70,1,"2200 mah",1,"bagus","barat",1,"furnished",1.05e+09
1.15e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,90,70,1,"2200 mah",1,"bagus","barat",0,"unfurnished",1.15e+09
1.15e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,90,70,1,"2200 mah",1,"bagus","barat",0,"unfurnished",1.15e+09
1.15e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,90,70,1,"2200 mah",1,"bagus","barat",0,"unfurnished",1.15e+09
1.15e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,90,70,1,"2200 mah",1,"bagus","barat",0,"unfurnished",1.15e+09
1.21e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,84,77,1,"2200 mah",1,"baru","timur",0,"unfurnished",1.21e+09
1.18e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,84,77,1,"2200 mah",2,"baru","barat",0,"furnished",1.18e+09
1.15e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,90,70,2,"2200 mah",1,"bagus","barat",0,"furnished",1.15e+09
1.18e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,84,77,2,"2200 mah",2,"baru","timur",0,"unfurnished",1.18e+09
7.2e+08,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,80,55,1,"lainnya mah",1,"baru","utara",0,"semi furnished",7.2e+08
1.19e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,101,84,1,"2200 mah",2,"baru","selatan",0,"unfurnished",1.19e+09
1.18e+09,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,84,77,1,"2200 mah",2,"baru","timur",1,"semi furnished",1.18e+09
6e+08,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,80,55,1,"1300 mah",1,"baru","utara",1,"semi furnished",6e+08
5e+08,"Jatisampurna, Bekasi","Jatisampurna"," Bekasi",-6.363929,106.9250756,70,45,0,"1300 mah",1,"baru","barat",0,"unfurnished",5e+08
1.28e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,92,130,1,"2200 mah",2,"bagus","selatan",1,"unfurnished",1.28e+09
3.7e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,216,300,3,"5500 mah",3,"sudah renovasi","barat daya",2,"semi furnished",3.7e+09
1.07e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,95,88,1,"3500 mah",1,"baru","selatan",1,"semi furnished",1.07e+09
4.76e+08,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,52,36,1,"1300 mah",1,"baru","timur",0,"unfurnished",4.76e+08
9.68e+08,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,70,120,2,"3500 mah",2,"baru","selatan",2,"semi furnished",9.68e+08
8.84e+08,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,70,65,1,"2200 mah",1,"baru","selatan",1,"semi furnished",8.84e+08
1.18e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,95,140,2,"3500 mah",2,"baru","selatan",2,"semi furnished",1.18e+09
1.1e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,180,172,1,"2200 mah",1,"bagus","barat laut",1,"semi furnished",1.1e+09
2.25e+09,"Jatiwarna, Bekasi","Jatiwarna"," Bekasi",-6.30538,106.9294595,175,250,1,"3500 mah",2,"butuh renovasi","barat",1,"semi furnished",2.25e+09
1.25e+09,"Pondok Gede, Bekasi","Pondok Gede"," Bekasi",-6.2717463,106.930825,154,150,1,"2200 mah",1,"bagus","utara",0,"semi furnished",1.25e+09
1.11e+09,"Pondok Gede, Bekasi","Pondok Gede"," Bekasi",-6.2717463,106.930825,75,80,2,"2200 mah",2,"baru","selatan",0,"unfurnished",1.11e+09
1.87e+09,"Pondok Gede, Bekasi","Pondok Gede"," Bekasi",-6.2717463,106.930825,91,165,2,"2200 mah",3,"baru","timur",0,"semi furnished",1.87e+09
1.59e+09,"Jaka Setia, Bekasi","Jaka Setia"," Bekasi",-6.2650605,106.9740988,118,156,2,"2200 mah",2,"bagus","selatan",0,"semi furnished",1.59e+09
1.62e+09,"Jaka Setia, Bekasi","Jaka Setia"," Bekasi",-6.2650605,106.9740988,118,156,2,"2200 mah",2,"bagus","selatan",0,"furnished",1.62e+09
7.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,78,54,2,"2200 mah",1,"baru","timur",0,"unfurnished",7.5e+08
1.05e+09,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,72,90,1,"2200 mah",2,"baru","barat",2,"unfurnished",1.05e+09
9.75e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,100,70,1,"1300 mah",2,"baru","timur",0,"unfurnished",9.75e+08
9.59e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,72,80,1,"2200 mah",2,"baru","utara",0,"unfurnished",9.59e+08
8.75e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,100,66,1,"1300 mah",1,"baru","timur",0,"unfurnished",8.75e+08
8.07e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,42,63,1,"2200 mah",2,"baru","selatan",1,"unfurnished",8.07e+08
5.8e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,60,50,1,"1300 mah",1,"baru","barat",1,"unfurnished",5.8e+08
6.79e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,63,45,1,"1300 mah",1,"baru","selatan",1,"unfurnished",6.79e+08
8.57e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,42,62,1,"2200 mah",2,"baru","utara",1,"unfurnished",8.57e+08
6.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,72,45,1,"1300 mah",1,"baru","selatan",1,"unfurnished",6.5e+08
1.45e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,175,140,1,"2200 mah",1,"baru","utara",0,"unfurnished",1.45e+08
1.99e+09,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,300,250,0,"4400 mah",2,"sudah renovasi","utara",1,"unfurnished",1.99e+09
6.75e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,99,71,2,"1300 mah",1,"bagus","timur",0,"unfurnished",6.75e+08
3.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,66,57,1,"1300 mah",1,"sudah renovasi","timur",1,"unfurnished",3.5e+08
3.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,66,57,1,"1300 mah",1,"sudah renovasi","selatan",1,"unfurnished",3.5e+08
7.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,78,54,1,"1300 mah",1,"baru","timur",0,"unfurnished",7.5e+08
4e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,70,42,2,"1300 mah",1,"bagus","barat",2,"unfurnished",4e+08
1.35e+09,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,175,133,1,"2200 mah",1,"bagus","utara",1,"unfurnished",1.35e+09
1.35e+09,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,175,133,1,"2200 mah",1,"bagus","utara",1,"unfurnished",1.35e+09
7.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,78,54,1,"1300 mah",1,"baru","timur",0,"unfurnished",7.5e+08
5.5e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,60,40,1,"2200 mah",2,"baru","timur",0,"unfurnished",5.5e+08
7e+08,"Jati Asih, Bekasi","Jati Asih"," Bekasi",-6.3102779,106.9565924,78,54,2,"2200 mah",1,"bagus","timur",2,"unfurnished",7e+08
1.25e+09,"Grand Wisata, Bekasi","Grand Wisata"," Bekasi",-6.2831904,107.045462,112,65,1,"2200 mah",1,"bagus","utara",1,"unfurnished",1.25e+09
4.1e+08,"Grand Wisata, Bekasi","Grand Wisata"," Bekasi",-6.2831904,107.045462,60,36,1,"lainnya mah",1,"baru","timur",0,"unfurnished",4.1e+08
1.96e+09,"Grand Wisata, Bekasi","Grand Wisata"," Bekasi",-6.2831904,107.045462,105,101,4,"4400 mah",3,"baru","barat laut",0,"unfurnished",1.96e+09
6.95e+08,"Grand Wisata, Bekasi","Grand Wisata"," Bekasi",-6.2831904,107.045462,60,58,1,"2200 mah",1,"baru","selatan",0,"semi furnished",6.95e+08
1.8e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,140,170,2,"4400 mah",2,"baru","utara",0,"unfurnished",1.8e+09
1.25e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,105,100,2,"2200 mah",2,"baru","selatan",0,"unfurnished",1.25e+09
1.69e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,182,300,1,"4400 mah",2,"bagus","selatan",0,"semi furnished",1.69e+09
1.62e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,92,170,2,"3500 mah",2,"baru","selatan",1,"semi furnished",1.62e+09
1.62e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,92,160,2,"3500 mah",2,"baru","utara",0,"semi furnished",1.62e+09
2.1e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,120,200,1,"3300 mah",3,"bagus sekali","barat",0,"furnished",2.1e+09
3.4e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,160,285,2,"3500 mah",2,"bagus","selatan",0,"unfurnished",3.4e+09
1.25e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,123,165,2,"2200 mah",2,"baru","utara",0,"unfurnished",1.25e+09
1.2e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,77,109,1,"2200 mah",2,"baru","timur",0,"unfurnished",1.2e+09
1.35e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,160,205,1,"2200 mah",2,"butuh renovasi","barat",0,"unfurnished",1.35e+09
7e+08,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,78,46,2,"2200 mah",1,"bagus","timur",2,"unfurnished",7e+08
7.03e+08,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,75,55,1,"1300 mah",2,"bagus","timur",1,"unfurnished",7.03e+08
1.05e+09,"Jatibening, Bekasi","Jatibening"," Bekasi",-6.2607598,106.9489954,72,108,2,"2200 mah",2,"baru","timur",0,"unfurnished",1.05e+09
9.99e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,75,99,1,"1300 mah",1,"baru","utara",1,"unfurnished",9.99e+08
5.45e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,72,42,1,"1300 mah",1,"baru","timur",0,"unfurnished",5.45e+08
