"price_in_rp","address","district","city","lat","long","land_size_m2","building_size_m2","carports","electricity","floors","property_condition","building_orientation","garages","furnishing","Y"
5.8e+09,"Menteng Atas, Jakarta Pusat","Menteng Atas"," Jakarta Pusat",-6.195169,106.838157,215,400,1,"3500 mah",2,"bagus","barat daya",1,"unfurnished",5.8e+09
4.5e+09,"Cengkareng, Jakarta Barat","Cengkareng"," Jakarta Barat",-6.1548795,106.7379741,144,350,2,"4400 mah",3,"bagus","barat",0,"furnished",4.5e+09
6.5e+09,"Kayu Putih, Jakarta Timur","Kayu Putih"," Jakarta Timur",-6.1782965,106.8848196,260,400,2,"7700 mah",2,"bagus","timur",0,"semi furnished",6.5e+09
1.37e+09,"Bojong Indah, Jakarta Barat","Bojong Indah"," Jakarta Barat",-6.1611069,106.7348295,120,160,2,"2200 mah",2,"bagus sekali","barat",0,"unfurnished",1.37e+09
4.1e+09,"Fatmawati, Jakarta Selatan","Fatmawati"," Jakarta Selatan",-6.2811796,106.7962426,108,220,1,"5500 mah",3,"baru","timur",1,"unfurnished",4.1e+09
3.8e+09,"Sektor 3A-Bintaro, Jakarta Selatan","Sektor 3A-Bintaro"," Jakarta Selatan",-6.2844612,106.7018836,260,350,2,"4400 mah",2,"bagus","utara",0,"semi furnished",3.8e+09
3.8e+09,"Green garden, Jakarta Barat","Green garden"," Jakarta Barat",-6.1656736,106.7582205,220,250,1,"2200 mah",2,"butuh renovasi","barat",1,"unfurnished",3.8e+09
5.65e+08,"Pinang Ranti, Jakarta Timur","Pinang Ranti"," Jakarta Timur",-6.288705,106.8853651,32,38,1,"1300 mah",2,"baru","selatan",1,"unfurnished",5.65e+08
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,135,1,"3500 mah",2,"baru","selatan",2,"semi furnished",3.83e+09
5.86e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,160,209,1,"3500 mah",2,"baru","utara",2,"semi furnished",5.86e+09
3.19e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,124,138,2,"2200 mah",2,"baru","timur",3,"semi furnished",3.19e+09
1.24e+10,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,320,390,2,"5500 mah",3,"baru","selatan",3,"semi furnished",1.24e+10
3.75e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,150,0,"3500 mah",1,"bagus","timur",0,"furnished",3.75e+09
5.05e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,140,176,1,"3500 mah",2,"baru","utara",0,"semi furnished",5.05e+09
6.94e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,205,241,3,"3500 mah",3,"baru","timur",0,"semi furnished",6.94e+09
4.27e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,155,2,"3500 mah",2,"baru","timur",0,"semi furnished",4.27e+09
4.27e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,155,2,"2200 mah",2,"baru","selatan",0,"semi furnished",4.27e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,134,2,"2200 mah",2,"baru","selatan",0,"semi furnished",3.83e+09
3.19e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,124,138,2,"2200 mah",2,"baru","selatan",1,"semi furnished",3.19e+09
7.5e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,240,450,2,"4400 mah",2,"baru","utara",2,"semi furnished",7.5e+09
3.19e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,124,138,2,"2200 mah",2,"baru","selatan",4,"unfurnished",3.19e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,134,2,"3500 mah",2,"baru","selatan",0,"furnished",3.83e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,104,135,1,"3500 mah",2,"baru","selatan",2,"semi furnished",3.83e+09
5.3e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,240,208,2,"3500 mah",2,"bagus","utara",0,"semi furnished",5.3e+09
4.27e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,155,0,"2200 mah",2,"baru","selatan",4,"semi furnished",4.27e+09
1.24e+10,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,320,390,3,"5500 mah",3,"baru","tenggara",3,"semi furnished",1.24e+10
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,134,0,"3500 mah",2,"baru","utara",0,"semi furnished",3.83e+09
6.66e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,144,277,2,"5500 mah",3,"baru","tenggara",2,"semi furnished",6.66e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,134,1,"2200 mah",2,"baru","selatan",2,"semi furnished",3.83e+09
5.86e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,160,209,1,"3500 mah",2,"baru","utara",0,"semi furnished",5.86e+09
5.05e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,140,176,1,"lainnya mah",2,"baru","utara",2,"semi furnished",5.05e+09
5.86e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,160,209,1,"lainnya mah",2,"baru","utara",2,"semi furnished",5.86e+09
5.05e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,140,176,1,"3500 mah",2,"baru","selatan",2,"semi furnished",5.05e+09
5.86e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,160,209,3,"2200 mah",2,"baru","timur",4,"furnished",5.86e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,134,2,"2200 mah",2,"baru","selatan",0,"semi furnished",3.83e+09
5.05e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,140,176,2,"3300 mah",2,"baru","timur",3,"semi furnished",5.05e+09
4.44e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,108,195,2,"3500 mah",3,"bagus sekali","selatan",2,"semi furnished",4.44e+09
4.27e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,155,2,"2200 mah",2,"baru","selatan",2,"semi furnished",4.27e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,135,1,"3500 mah",2,"baru","selatan",2,"furnished",3.83e+09
5.86e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,160,209,1,"3500 mah",2,"baru","utara",2,"semi furnished",5.86e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,135,1,"3500 mah",2,"baru","selatan",2,"semi furnished",3.83e+09
5.05e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,140,176,1,"3500 mah",2,"baru","utara",2,"semi furnished",5.05e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,134,2,"3500 mah",2,"baru","selatan",0,"semi furnished",3.83e+09
5.05e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,140,176,2,"5500 mah",1,"baru","utara",0,"semi furnished",5.05e+09
6.63e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,205,241,3,"3500 mah",3,"baru","barat laut",0,"furnished",6.63e+09
4.98e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,193,2,"2200 mah",2,"baru","timur",4,"semi furnished",4.98e+09
4.27e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,155,2,"2200 mah",2,"baru","timur",2,"semi furnished",4.27e+09
5.86e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,160,209,1,"3500 mah",1,"baru","utara",2,"semi furnished",5.86e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,134,2,"3500 mah",2,"baru","utara",0,"semi furnished",3.83e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,135,1,"3500 mah",2,"baru","selatan",0,"semi furnished",3.83e+09
9.4e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,300,700,6,"5500 mah",3,"bagus sekali","barat laut",0,"semi furnished",9.4e+09
6.66e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,144,277,1,"5500 mah",3,"baru","timur",0,"semi furnished",6.66e+09
2.69e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,170,110,1,"2200 mah",2,"bagus","utara",1,"semi furnished",2.69e+09
3.19e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,124,138,1,"3300 mah",2,"baru","selatan",2,"semi furnished",3.19e+09
3.5e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,144,200,2,"2200 mah",2,"bagus sekali","barat",0,"semi furnished",3.5e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,134,1,"3500 mah",2,"baru","selatan",0,"semi furnished",3.83e+09
4.98e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,193,2,"2200 mah",2,"baru","selatan",0,"semi furnished",4.98e+09
4.27e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,155,2,"2200 mah",2,"baru","timur",0,"semi furnished",4.27e+09
1.24e+10,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,320,390,3,"5500 mah",3,"bagus sekali","tenggara",0,"unfurnished",1.24e+10
5.35e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,126,231,0,"3500 mah",3,"baru","tenggara",2,"furnished",5.35e+09
6.66e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,144,277,1,"5500 mah",3,"baru","selatan",2,"semi furnished",6.66e+09
8.82e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,215,287,1,"5500 mah",3,"baru","barat daya",3,"semi furnished",8.82e+09
4.44e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,108,195,1,"3500 mah",3,"baru","tenggara",2,"semi furnished",4.44e+09
1.38e+10,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,473,705,2,"13200 mah",1,"baru","timur",2,"semi furnished",1.38e+10
4.44e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,108,195,2,"3500 mah",2,"baru","timur",4,"semi furnished",4.44e+09
6.66e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,144,277,1,"5500 mah",3,"baru","selatan",2,"semi furnished",6.66e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,135,2,"2200 mah",2,"baru","selatan",4,"semi furnished",3.83e+09
3.19e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,124,138,1,"3500 mah",2,"baru","utara",0,"semi furnished",3.19e+09
4.27e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,155,1,"3500 mah",2,"baru","selatan",1,"semi furnished",4.27e+09
3.76e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,134,2,"2200 mah",2,"baru","selatan",0,"semi furnished",3.76e+09
5.05e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,140,176,1,"3500 mah",2,"baru","utara",2,"semi furnished",5.05e+09
6.66e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,144,277,1,"5500 mah",3,"baru","selatan",2,"semi furnished",6.66e+09
3.71e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,134,0,"2200 mah",2,"baru","selatan",2,"semi furnished",3.71e+09
3.19e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,124,138,2,"2200 mah",2,"baru","timur",3,"semi furnished",3.19e+09
5.1e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,205,183,2,"5500 mah",2,"baru","timur",5,"furnished",5.1e+09
8.33e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,144,277,2,"10000 mah",3,"baru","timur",0,"furnished",8.33e+09
6.65e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,250,2,"5500 mah",2,"baru","barat laut",0,"furnished",6.65e+09
5.35e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,126,231,1,"3500 mah",3,"baru","timur laut",2,"semi furnished",5.35e+09
6.66e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,144,277,1,"5500 mah",3,"baru","timur laut",2,"semi furnished",6.66e+09
8.39e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,198,287,2,"5500 mah",3,"baru","tenggara",3,"semi furnished",8.39e+09
7.5e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,240,450,0,"3500 mah",1,"baru","selatan",0,"furnished",7.5e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,134,2,"3500 mah",2,"baru","utara",0,"semi furnished",3.83e+09
4.5e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,200,240,2,"3300 mah",2,"sudah renovasi","utara",0,"semi furnished",4.5e+09
5.5e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,280,360,2,"4400 mah",2,"bagus","selatan",2,"semi furnished",5.5e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,135,2,"2200 mah",2,"baru","utara",0,"semi furnished",3.83e+09
3.19e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,124,138,2,"3500 mah",2,"baru","timur",0,"semi furnished",3.19e+09
8.39e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,198,287,3,"5500 mah",3,"baru","timur laut",0,"semi furnished",8.39e+09
3.83e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,105,135,1,"3500 mah",2,"baru","selatan",0,"semi furnished",3.83e+09
5.86e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,160,209,2,"4400 mah",2,"baru","selatan",0,"semi furnished",5.86e+09
5.05e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,140,176,2,"3500 mah",2,"baru","timur",0,"semi furnished",5.05e+09
5e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,250,300,2,"3500 mah",2,"bagus sekali","timur laut",0,"semi furnished",5e+09
2.2e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,136,110,0,"2200 mah",2,"bagus","selatan",2,"unfurnished",2.2e+09
2.3e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,102,125,1,"2200 mah",2,"sudah renovasi","utara",0,"unfurnished",2.3e+09
2.39e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,102,111,1,"3300 mah",2,"bagus","selatan",0,"semi furnished",2.39e+09
7.65e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,224,340,3,"3500 mah",2,"bagus","selatan",3,"unfurnished",7.65e+09
3.2e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,152,140,2,"3500 mah",2,"bagus","selatan",0,"semi furnished",3.2e+09
3.8e+09,"Alam Sutera, Tangerang","Alam Sutera"," Tangerang",-6.2623791,106.5220235,250,180,2,"2200 mah",2,"bagus","utara",0,"semi furnished",3.8e+09
2.96e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,96,116,2,"2200 mah",2,"sudah renovasi","utara",0,"unfurnished",2.96e+09
5.05e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,140,176,1,"3500 mah",2,"baru","utara",2,"semi furnished",5.05e+09
7.1e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,216,283,2,"5500 mah",2,"baru","selatan",1,"unfurnished",7.1e+09
2.7e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,84,128,2,"2200 mah",3,"bagus","selatan",2,"furnished",2.7e+09
9e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,414,840,4,"11000 mah",3,"baru","selatan",0,"semi furnished",9e+09
7.1e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,214,230,2,"5500 mah",2,"baru","selatan",1,"semi furnished",7.1e+09
8.89e+08,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,72,41,1,"2200 mah",1,"baru","utara",1,"unfurnished",8.89e+08
6.93e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,216,283,2,"7700 mah",2,"baru","selatan",0,"unfurnished",6.93e+09
1.5e+10,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,585,425,2,"7700 mah",3,"bagus","barat daya",1,"semi furnished",1.5e+10
2.6e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,119,123,1,"3500 mah",2,"bagus","timur laut",0,"unfurnished",2.6e+09
3.3e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,162,154,1,"4400 mah",2,"bagus","utara",1,"unfurnished",3.3e+09
3.5e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,238,178,1,"2200 mah",2,"bagus sekali","selatan",0,"unfurnished",3.5e+09
2.5e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,105,114,1,"3500 mah",2,"bagus sekali","utara",1,"furnished",2.5e+09
5.32e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,180,257,3,"5500 mah",2,"baru","timur laut",0,"unfurnished",5.32e+09
1.94e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,80,102,1,"2200 mah",1,"baru","timur",2,"unfurnished",1.94e+09
3.1e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,128,129,2,"2200 mah",1,"baru","timur",0,"unfurnished",3.1e+09
2.3e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,136,135,2,"2200 mah",2,"bagus","selatan",1,"unfurnished",2.3e+09
1.2e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,72,120,1,"2200 mah",2,"bagus","timur laut",0,"semi furnished",1.2e+09
3.8e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,182,180,2,"5500 mah",2,"bagus","barat daya",1,"semi furnished",3.8e+09
1.95e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,105,107,0,"2200 mah",2,"bagus","selatan",0,"semi furnished",1.95e+09
1.55e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,90,65,1,"2200 mah",2,"bagus","barat daya",0,"unfurnished",1.55e+09
1.28e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,52,60,1,"2200 mah",2,"baru","timur laut",0,"unfurnished",1.28e+09
2.8e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,152,225,1,"2200 mah",2,"bagus sekali","utara",0,"semi furnished",2.8e+09
2.95e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,162,159,1,"2200 mah",2,"bagus","barat laut",1,"semi furnished",2.95e+09
2.9e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,136,200,0,"3500 mah",2,"sudah renovasi","selatan",0,"semi furnished",2.9e+09
3.55e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,128,160,1,"4400 mah",2,"bagus","timur laut",1,"semi furnished",3.55e+09
2e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,108,105,1,"2200 mah",2,"baru","selatan",0,"unfurnished",2e+09
1.85e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,72,77,1,"2200 mah",2,"bagus","barat daya",0,"semi furnished",1.85e+09
2.96e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,96,116,2,"2200 mah",2,"bagus","utara",0,"unfurnished",2.96e+09
4.1e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,128,200,1,"5500 mah",2,"bagus","selatan",0,"semi furnished",4.1e+09
7.5e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,360,300,1,"5500 mah",2,"bagus","barat daya",0,"semi furnished",7.5e+09
1.4e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,48,63,1,"2200 mah",2,"baru","selatan",0,"furnished",1.4e+09
1.4e+10,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,450,450,4,"23000 mah",2,"bagus sekali","utara",4,"furnished",1.4e+10
3.3e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,144,164,2,"2200 mah",2,"bagus sekali","selatan",0,"unfurnished",3.3e+09
3.8e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,162,182,1,"lainnya mah",2,"bagus","selatan",0,"furnished",3.8e+09
4.75e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,426,394,2,"5500 mah",2,"bagus","utara",0,"semi furnished",4.75e+09
3.4e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,278,200,1,"lainnya mah",2,"bagus sekali","timur",1,"semi furnished",3.4e+09
2.45e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,160,240,2,"lainnya mah",2,"bagus sekali","timur laut",0,"semi furnished",2.45e+09
3.5e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,128,160,1,"4400 mah",2,"bagus sekali","timur laut",1,"semi furnished",3.5e+09
2.6e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,154,140,1,"3500 mah",2,"bagus","tenggara",0,"semi furnished",2.6e+09
2.2e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,157,148,1,"3500 mah",2,"bagus","timur",0,"semi furnished",2.2e+09
5.5e+10,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,1150,6000,0,"lainnya mah",4,"bagus sekali","utara",50,"furnished",5.5e+10
5.8e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,303,300,2,"5500 mah",2,"bagus sekali","utara",2,"unfurnished",5.8e+09
3e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,192,250,2,"4400 mah",2,"bagus sekali","barat laut",0,"furnished",3e+09
5.1e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,180,257,3,"3500 mah",2,"baru","utara",0,"unfurnished",5.1e+09
1.46e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,48,63,1,"2200 mah",2,"baru","selatan",0,"furnished",1.46e+09
6.93e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,216,283,2,"7700 mah",2,"baru","selatan",1,"unfurnished",6.93e+09
1.95e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,96,150,1,"4400 mah",2,"bagus","selatan",0,"semi furnished",1.95e+09
1.95e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,96,150,1,"4400 mah",2,"bagus","selatan",0,"semi furnished",1.95e+09
9e+08,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,90,60,1,"2200 mah",1,"sudah renovasi","selatan",0,"unfurnished",9e+08
7.55e+08,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,78,60,1,"1300 mah",2,"baru","utara",0,"unfurnished",7.55e+08
7.85e+08,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,85,60,1,"1300 mah",2,"baru","utara",0,"unfurnished",7.85e+08
3.55e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,128,160,1,"4400 mah",2,"bagus","timur laut",0,"unfurnished",3.55e+09
3.6e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,238,178,1,"3500 mah",2,"sudah renovasi","selatan",0,"unfurnished",3.6e+09
1.5e+10,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,585,425,1,"5500 mah",2,"sudah renovasi","selatan",1,"furnished",1.5e+10
4.5e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,216,300,1,"5500 mah",2,"sudah renovasi","selatan",1,"furnished",4.5e+09
5.8e+11,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,303,300,1,"5500 mah",2,"bagus","utara",1,"unfurnished",5.8e+11
2.6e+09,"Gading Serpong, Tangerang","Gading Serpong"," Tangerang",-6.2433511,106.6174456,136,200,2,"2200 mah",2,"sudah renovasi","selatan",2,"unfurnished",2.6e+09
